facet_id,facet_name,facet_category,facet_group,facet_tier,facet_priority,facet_type,facet_description,evaluation_prompt,score_definition,confidence_threshold,embedding_id,retrieval_tags,severity_weight
F-0196,Joy Sharing,Emotion,Affective Engagement,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding joy sharing in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's joy sharing. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.82,emb_f_0196,"emotion,tag_joy_sharing",0.69
F-0197,Gratitude Acknowledgment,Emotion,Affective Engagement,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding gratitude acknowledgment in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's gratitude acknowledgment. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.83,emb_f_0197,"emotion,tag_gratitude_acknowledgment",0.74
F-0198,Hope Fostering,Emotion,Affective Engagement,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding hope fostering in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's hope fostering. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.85,emb_f_0198,"emotion,tag_hope_fostering",0.8
F-0199,Stress Reduction,Emotion,Affective Engagement,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding stress reduction in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's stress reduction. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.86,emb_f_0199,"emotion,tag_stress_reduction",0.85
F-0200,Confidence Building,Emotion,Affective Engagement,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding confidence building in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's confidence building. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.87,emb_f_0200,"emotion,tag_confidence_building",0.9
F-0201,Respectful Grieving,Emotion,Affective Engagement,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding respectful grieving in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's respectful grieving. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.89,emb_f_0201,"emotion,tag_respectful_grieving",0.95
F-0202,Defensive Reaction Avoidance,Emotion,Affective Engagement,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding defensive reaction avoidance in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's defensive reaction avoidance. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.7,emb_f_0202,"emotion,tag_defensive_reaction_avoidance",0.6
F-0203,Reassurance Techniques,Emotion,Affective Engagement,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding reassurance techniques in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's reassurance techniques. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.71,emb_f_0203,"emotion,tag_reassurance_techniques",0.65
F-0204,Active Empathy,Emotion,Affective Engagement,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding active empathy in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's active empathy. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.73,emb_f_0204,"emotion,tag_active_empathy",0.7
F-0205,Emotional Mirroring,Emotion,Affective Engagement,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding emotional mirroring in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's emotional mirroring. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.74,emb_f_0205,"emotion,tag_emotional_mirroring",0.76
F-0206,Voice Modulation Emulation,Emotion,Affective Engagement,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding voice modulation emulation in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's voice modulation emulation. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.76,emb_f_0206,"emotion,tag_voice_modulation_emulation",0.81
F-0207,Personality Consistency,Emotion,Affective Engagement,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding personality consistency in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's personality consistency. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.77,emb_f_0207,"emotion,tag_personality_consistency",0.86
F-0208,Relational Trust,Emotion,Affective Engagement,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding relational trust in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's relational trust. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.78,emb_f_0208,"emotion,tag_relational_trust",0.91
F-0209,Boundaries Assertion,Emotion,Affective Engagement,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding boundaries assertion in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's boundaries assertion. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.8,emb_f_0209,"emotion,tag_boundaries_assertion",0.96
F-0210,Constructive Criticism Tone,Emotion,Affective Engagement,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding constructive criticism tone in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's constructive criticism tone. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.81,emb_f_0210,"emotion,tag_constructive_criticism_tone",0.61
F-0211,Positive Reinforcement,Emotion,Affective Engagement,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding positive reinforcement in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's positive reinforcement. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.83,emb_f_0211,"emotion,tag_positive_reinforcement",0.66
F-0212,Non Judgmental Listening,Emotion,Affective Engagement,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding non judgmental listening in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's non judgmental listening. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.84,emb_f_0212,"emotion,tag_non_judgmental_listening",0.72
F-0213,Compassion Demonstration,Emotion,Affective Engagement,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding compassion demonstration in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's compassion demonstration. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.85,emb_f_0213,"emotion,tag_compassion_demonstration",0.77
F-0214,Vulnerability Handling,Emotion,Affective Engagement,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding vulnerability handling in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's vulnerability handling. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.87,emb_f_0214,"emotion,tag_vulnerability_handling",0.82
F-0215,Emotional Clarity,Emotion,Affective Engagement,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding emotional clarity in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's emotional clarity. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.88,emb_f_0215,"emotion,tag_emotional_clarity",0.87
F-0216,Feedback Receptivity,Emotion,Affective Engagement,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding feedback receptivity in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's feedback receptivity. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.9,emb_f_0216,"emotion,tag_feedback_receptivity",0.92
F-0217,Patient Instruction,Emotion,Affective Engagement,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding patient instruction in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's patient instruction. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.71,emb_f_0217,"emotion,tag_patient_instruction",0.98
F-0218,Collaborative Spirit,Emotion,Affective Engagement,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding collaborative spirit in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's collaborative spirit. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.72,emb_f_0218,"emotion,tag_collaborative_spirit",0.62
F-0219,Respectful Disagreement,Emotion,Affective Engagement,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding respectful disagreement in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's respectful disagreement. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.74,emb_f_0219,"emotion,tag_respectful_disagreement",0.68
F-0220,Validation Of Concerns,Emotion,Affective Engagement,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding validation of concerns in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's validation of concerns. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.75,emb_f_0220,"emotion,tag_validation_of_concerns",0.73
F-0221,Completeness Of Response,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding completeness of response in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's completeness of response. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.76,emb_f_0221,"helpfulness_task performance,tag_completeness_of_response",0.78
F-0222,Accuracy Of Facts,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding accuracy of facts in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's accuracy of facts. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.78,emb_f_0222,"helpfulness_task performance,tag_accuracy_of_facts",0.83
F-0223,Prompt Compliance Rate,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding prompt compliance rate in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's prompt compliance rate. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.79,emb_f_0223,"helpfulness_task performance,tag_prompt_compliance_rate",0.88
F-0224,Markdown Formatting Standards,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding markdown formatting standards in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's markdown formatting standards. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.81,emb_f_0224,"helpfulness_task performance,tag_markdown_formatting_standards",0.94
F-0225,Detail Level Calibration,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding detail level calibration in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's detail level calibration. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.82,emb_f_0225,"helpfulness_task performance,tag_detail_level_calibration",0.99
F-0226,Citation Validity,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding citation validity in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's citation validity. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.83,emb_f_0226,"helpfulness_task performance,tag_citation_validity",0.64
F-0227,Summarization Quality,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding summarization quality in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's summarization quality. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.85,emb_f_0227,"helpfulness_task performance,tag_summarization_quality",0.69
F-0228,Question Answering Precision,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding question answering precision in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's question answering precision. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.86,emb_f_0228,"helpfulness_task performance,tag_question_answering_precision",0.74
F-0229,Instruction Following,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding instruction following in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's instruction following. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.88,emb_f_0229,"helpfulness_task performance,tag_instruction_following",0.79
F-0230,Constraint Satisfaction,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding constraint satisfaction in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's constraint satisfaction. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.89,emb_f_0230,"helpfulness_task performance,tag_constraint_satisfaction",0.84
F-0231,Step By Step Clarity,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding step by step clarity in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's step by step clarity. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.7,emb_f_0231,"helpfulness_task performance,tag_step_by_step_clarity",0.9
F-0232,Code Usability,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding code usability in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's code usability. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.72,emb_f_0232,"helpfulness_task performance,tag_code_usability",0.95
F-0233,Explanation Clarity,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding explanation clarity in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's explanation clarity. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.73,emb_f_0233,"helpfulness_task performance,tag_explanation_clarity",1.0
F-0234,Source Reliability,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding source reliability in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's source reliability. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.74,emb_f_0234,"helpfulness_task performance,tag_source_reliability",0.65
F-0235,Context Utilization,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding context utilization in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's context utilization. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.76,emb_f_0235,"helpfulness_task performance,tag_context_utilization",0.7
F-0236,Information Density,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding information density in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's information density. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.77,emb_f_0236,"helpfulness_task performance,tag_information_density",0.75
F-0237,Query Intent Alignment,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding query intent alignment in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's query intent alignment. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.79,emb_f_0237,"helpfulness_task performance,tag_query_intent_alignment",0.8
F-0238,Search Effectiveness,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding search effectiveness in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's search effectiveness. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.8,emb_f_0238,"helpfulness_task performance,tag_search_effectiveness",0.86
F-0239,Readability Ease,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding readability ease in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's readability ease. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.81,emb_f_0239,"helpfulness_task performance,tag_readability_ease",0.91
F-0240,Actionability Of Advice,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding actionability of advice in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's actionability of advice. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.83,emb_f_0240,"helpfulness_task performance,tag_actionability_of_advice",0.96
F-0241,Error Recovery Guidance,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding error recovery guidance in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's error recovery guidance. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.84,emb_f_0241,"helpfulness_task performance,tag_error_recovery_guidance",0.61
F-0242,Structured Data Delivery,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding structured data delivery in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's structured data delivery. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.86,emb_f_0242,"helpfulness_task performance,tag_structured_data_delivery",0.66
F-0243,Concise Summary,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding concise summary in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's concise summary. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.87,emb_f_0243,"helpfulness_task performance,tag_concise_summary",0.71
F-0244,Comprehensive Coverage,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding comprehensive coverage in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's comprehensive coverage. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.88,emb_f_0244,"helpfulness_task performance,tag_comprehensive_coverage",0.76
F-0245,Objective Synthesis,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding objective synthesis in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's objective synthesis. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.9,emb_f_0245,"helpfulness_task performance,tag_objective_synthesis",0.82
F-0246,Definition Clarity,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding definition clarity in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's definition clarity. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.71,emb_f_0246,"helpfulness_task performance,tag_definition_clarity",0.87
F-0247,Step Wise Troubleshooting,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding step wise troubleshooting in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's step wise troubleshooting. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.72,emb_f_0247,"helpfulness_task performance,tag_step_wise_troubleshooting",0.92
F-0248,User Goal Achievement,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding user goal achievement in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's user goal achievement. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.74,emb_f_0248,"helpfulness_task performance,tag_user_goal_achievement",0.97
F-0249,Alternative Solutions Provision,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding alternative solutions provision in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's alternative solutions provision. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.75,emb_f_0249,"helpfulness_task performance,tag_alternative_solutions_provision",0.62
F-0250,Parameter Extraction,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding parameter extraction in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's parameter extraction. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.77,emb_f_0250,"helpfulness_task performance,tag_parameter_extraction",0.67
F-0251,Intent Disambiguation,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding intent disambiguation in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's intent disambiguation. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.78,emb_f_0251,"helpfulness_task performance,tag_intent_disambiguation",0.72
F-0252,Directness Of Answer,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding directness of answer in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's directness of answer. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.79,emb_f_0252,"helpfulness_task performance,tag_directness_of_answer",0.78
F-0253,Redundancy Elimination,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding redundancy elimination in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's redundancy elimination. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.81,emb_f_0253,"helpfulness_task performance,tag_redundancy_elimination",0.83
F-0254,Clarity Of Analogies,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding clarity of analogies in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's clarity of analogies. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.82,emb_f_0254,"helpfulness_task performance,tag_clarity_of_analogies",0.88
F-0255,Edge Case Handling,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding edge case handling in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's edge case handling. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.84,emb_f_0255,"helpfulness_task performance,tag_edge_case_handling",0.93
F-0256,Visual Aid Description,Helpfulness & Task Performance,Task Completion,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding visual aid description in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's visual aid description. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.85,emb_f_0256,"helpfulness_task performance,tag_visual_aid_description",0.98
F-0257,Query Decomposition,Helpfulness & Task Performance,Task Completion,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding query decomposition in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's query decomposition. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.86,emb_f_0257,"helpfulness_task performance,tag_query_decomposition",0.63
F-0258,Relevant Examples Provision,Helpfulness & Task Performance,Task Completion,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding relevant examples provision in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's relevant examples provision. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.88,emb_f_0258,"helpfulness_task performance,tag_relevant_examples_provision",0.68
